date,state,district,total_enrolments,total_demo_updates,total_bio_updates,total_updates,update_to_enrolment_ratio,biometric_stress_index,demographic_volatility_index,aadhaar_fragility_index,fragility_category
2025-11-12,Andhra Pradesh,Karim Nagar,0.0,16.0,10.0,26.0,,17.117502931659576,0.0594509827017403,5.150113625173308,Low
2025-12-11,Orissa,Malkangiri,0.0,2.0,3.0,5.0,,15.082375995680897,0.0727451073681353,4.542899075546302,Low
2025-08-12,Madhya Pradesh,Gwalior,0.0,483.0,510.0,993.0,,11.8247552316939,0.4386540967666062,3.657090093699821,Low
2025-07-12,Arunachal Pradesh,Kamle,0.0,0.0,1.0,1.0,,20.07764859396412,,,
2025-10-12,Kerala,Wayanad,0.0,99.0,136.0,235.0,,15.236433086124514,0.318886688221767,4.650651597892796,Low
2025-05-09,Maharashtra,Raigarh(MH),0.0,1.0,2.0,3.0,,20.12018348092269,0.0360557034118734,6.045068970129776,Low
2025-01-06,Gujarat,Junagadh,0.0,0.0,14159.0,14159.0,,12.922431468738996,,,
2025-11-12,Jharkhand,Godda,0.0,342.0,411.0,753.0,,13.595788180315418,0.7473205337413735,4.265566587529968,Low
2025-02-09,Uttar Pradesh,Amroha,120.0,472.0,446.0,918.0,765.0,13.326281384478763,0.2792775929278286,4.08816492409233,Low
2025-10-12,West Bengal,Nadia,0.0,1428.0,481.0,1909.0,,13.78367908822688,0.2870892671037278,4.206876043243995,Low
2025-01-07,Odisha,Malkangiri,0.0,2010.0,5896.0,7906.0,,12.552894076692166,7.22829904476876,5.572942984199839,Low
2025-03-12,Odisha,Kandhamal,0.0,174.0,183.0,357.0,,13.580368718902552,0.1239145664370446,4.105089257280027,Low
2025-08-09,Bihar,Saran,294.0,2072.0,476.0,2548.0,866.6666666666666,12.792813565053786,0.3641956361467348,3.9520733216218966,Low
2025-04-11,Uttar Pradesh,Etawah,4.0,325.0,37.0,362.0,9050.0,15.051566061220148,0.1969026639015264,4.806751759081984,Low
2025-06-09,Madhya Pradesh,Maihar,2.0,9.0,8.0,17.0,850.0,20.089821905262458,0.128577111821166,6.081825416774854,Low
2025-01-12,Rajasthan,Churu,0.0,318.0,1086.0,1404.0,,11.628456928771074,0.1654923411014072,3.529910163906674,Low
2025-05-12,Arunachal Pradesh,Kurung Kumey,0.0,5.0,0.0,5.0,,,0.1964424525396556,,
2025-10-09,Uttar Pradesh,Etawah,146.0,746.0,461.0,1207.0,826.7123287671233,12.572271815134089,0.5718470860080479,3.936755018427151,Low
2025-07-11,Uttar Pradesh,Rae Bareli,65.0,673.0,455.0,1128.0,1735.3846153846152,13.093389493333987,0.4158872981216855,4.078404223386096,Low
2025-01-12,Maharashtra,Nagpur,0.0,620.0,1557.0,2177.0,,11.862218560684695,0.43236748109385,3.666757438478872,Low
2025-11-09,Maharashtra,Washim,35.0,81.0,1009.0,1090.0,3114.285714285714,14.261340360274955,0.7843846496164385,4.557794668108446,Low
2025-02-12,Uttar Pradesh,Kanpur Nagar,0.0,2161.0,1187.0,3348.0,,12.644374726324282,0.8626556996702269,4.008976342814841,Low
2025-01-05,Andhra Pradesh,West Godavari,0.0,4371.0,29917.0,34288.0,,12.608859300876444,1.7653149966562882,4.223986539427004,Low
2025-11-12,Uttarakhand,Almora,0.0,167.0,327.0,494.0,,12.627391140490912,0.2492525319992231,3.85053047514708,Low
2025-03-09,Tamil Nadu,Madurai,201.0,526.0,672.0,1198.0,596.0199004975125,13.708837865934496,0.3099495402913802,4.206080220741113,Low
2025-08-09,Jharkhand,Giridih,203.0,974.0,492.0,1466.0,722.167487684729,11.189767936198676,0.3171075156732,3.4555227483754405,Low
2025-12-12,Jammu and Kashmir,Leh,0.0,15.0,15.0,30.0,,13.900186965902796,0.2063113874615293,4.221633936636221,Low
2025-02-09,Punjab,Tarn Taran,27.0,174.0,315.0,489.0,1811.111111111111,13.556114948698433,0.2172451492168612,4.169586745250407,Low
2025-04-11,Haryana,Ambala,0.0,87.0,100.0,187.0,,14.702903923214198,0.1754640420959538,4.454737187488248,Low
2025-06-09,Tamil Nadu,Tiruppur,77.0,354.0,551.0,905.0,1175.3246753246754,13.89714224964708,0.252635205676096,4.263737356149584,Low
2025-10-11,Telangana,Mancherial,18.0,131.0,88.0,219.0,1216.6666666666663,17.18073166257503,0.136487025112172,5.22088289051291,Low
2025-01-11,Odisha,Sambalpur,17.0,151.0,443.0,594.0,3494.1176470588234,13.69857998198544,0.336187790486937,4.287076533504913,Low
2025-09-12,Meghalaya,West Garo Hills,0.0,111.0,87.0,198.0,,13.414393911949151,0.8201383425906429,4.229352759232405,Low
2025-02-11,West Bengal,Murshidabad,944.0,1177.0,1142.0,2319.0,245.65677966101697,13.893155514346056,0.4905163443281906,4.297146211651004,Low
2025-05-09,Uttar Pradesh,Faizabad,23.0,412.0,99.0,511.0,2221.7391304347825,17.017617498093625,0.161661279044135,5.20512442525082,Low
2025-01-03,Rajasthan,Jaipur,0.0,44905.0,40807.0,85712.0,,12.981127550631593,2.833407433837665,4.602690123648894,Low
2025-10-11,Assam,Sribhumi,0.0,23.0,4.0,27.0,,20.04479718699212,0.129379452026277,6.045784019104205,Low
2025-04-09,Uttar Pradesh,Jaunpur,199.0,1725.0,1016.0,2741.0,1377.3869346733668,11.967036855250866,0.2810926063904554,3.6972245562704815,Low
2025-11-11,Uttar Pradesh,Baghpat,42.0,189.0,359.0,548.0,1304.7619047619048,13.726785048904349,0.2887035173457987,4.225109273133728,Low
2025-10-09,Sikkim,Mangan,0.0,2.0,0.0,2.0,,,0.0504204514626764,,
2025-01-06,Karnataka,Bidar,0.0,1456.0,9293.0,10749.0,,11.637778958010127,2.759202667880971,4.181134354373281,Low
2025-04-12,Karnataka,Gadag,0.0,180.0,116.0,296.0,,13.52557350386184,0.268490151690673,4.12479458908122,Low
2025-07-09,Uttar Pradesh,Bareilly,39.0,721.0,22.0,743.0,1905.128205128205,18.66142384807029,0.187137249013338,5.696167072888399,Low
2025-05-09,Bihar,Purnea,2.0,59.0,21.0,80.0,4000.0,18.05374700226852,0.3014244833486969,5.598466420298086,Low
2025-12-09,Uttarakhand,Tehri Garhwal,49.0,240.0,346.0,586.0,1195.9183673469388,13.974375021646626,0.2103525370194725,4.27688733079237,Low
2025-11-09,Rajasthan,Sawai Madhopur,120.0,225.0,1108.0,1333.0,1110.8333333333333,13.97001074658079,0.2277181703207941,4.277643725507398,Low
2025-08-11,Telangana,Hanumakonda,12.0,221.0,45.0,266.0,2216.666666666667,16.114006964088198,0.1721990854142686,4.936540045737475,Low
2025-02-12,Maharashtra,Palghar,0.0,1073.0,1711.0,2784.0,,13.687030911627511,1.2440848181708393,4.417130478030964,Low
2025-04-11,Madhya Pradesh,Narsinghpur,1.0,147.0,54.0,201.0,20100.0,16.63702734854267,0.1092070281811777,5.556015610479391,Low
2025-07-09,Andhra Pradesh,Ananthapuramu,4.0,16.0,0.0,16.0,400.0,,0.2970510151710545,,
2025-04-11,Tamil Nadu,Viluppuram,0.0,626.0,836.0,1462.0,,13.039692805760952,0.12341908698754,3.9427626134751703,Low
2025-11-12,Orissa,Malkangiri,0.0,1.0,0.0,1.0,,,0.064249554674342,,
2025-05-12,Andhra Pradesh,Palnadu,0.0,157.0,34.0,191.0,,16.993070814365034,0.237112928476247,5.157199476428572,Low
2025-01-12,Tripura,Unakoti,0.0,47.0,118.0,165.0,,16.18949367671377,0.070345872824984,4.874434571220377,Low
2025-02-09,Andhra Pradesh,Mahbubnagar,19.0,141.0,143.0,284.0,1494.7368421052631,18.988357449980125,0.1421024461184469,5.772011899752098,Low
2025-01-06,Tamil Nadu,Nagapattinam,0.0,0.0,8306.0,8306.0,,11.169353346759245,,,
2025-01-07,Rajasthan,Dholpur,727.0,3473.0,13119.0,16592.0,2282.255845942228,15.486702501336357,4.2276934026802335,5.763976570471368,Low
2025-01-05,Bihar,Patna,474.0,0.0,25214.0,25214.0,5319.4092827004215,12.175215519531443,,,
2025-05-09,Odisha,ANUGUL,0.0,2.0,0.0,2.0,,,0.1011325019822737,,
2025-01-07,Karnataka,Bagalkot,0.0,0.0,11002.0,11002.0,,11.38249555098482,,,
2025-10-12,Uttarakhand,Uttarkashi,0.0,85.0,250.0,335.0,,14.998673602760972,0.2970117514034561,4.573855018679155,Low
2025-01-09,Bihar,Jehanabad,61.0,708.0,140.0,848.0,1390.1639344262294,12.296860614707397,0.3339299958452913,3.809722772129994,Low
2025-01-11,Uttar Pradesh,Pilibhit,24.0,608.0,642.0,1250.0,5208.333333333334,13.08929446405994,1.1258881796108229,4.347565330449278,Low
2025-11-12,Bihar,Sheikpura,0.0,1.0,1.0,2.0,,20.352366382107835,0.0725247456717425,6.123841101050286,Low
2025-10-11,Maharashtra,Hingoli,44.0,3657.0,477.0,4134.0,9395.454545454546,14.63499412076427,1.6799824435162802,5.061789839016304,Low
2025-02-12,Daman & Diu,Diu,0.0,2.0,12.0,14.0,,16.22610969348948,0.0408717177537459,4.87805083748528,Low
2025-03-12,Gujarat,Chhotaudepur,0.0,71.0,109.0,180.0,,13.18330729266297,0.3156021232995397,4.033892718623776,Low
2025-09-12,Bihar,Siwan,0.0,766.0,918.0,1684.0,,12.66488190853786,0.3005868449563676,3.8746112838004496,Low
2025-12-11,Maharashtra,Gondiya,18.0,1261.0,829.0,2090.0,11611.111111111111,14.468056612007688,1.4811427471002787,5.0212598307259135,Low
2025-05-11,Telangana,Hyderabad,256.0,928.0,866.0,1794.0,700.78125,13.904178794869718,0.4736380845702349,4.308406640131986,Low
2025-01-12,Karnataka,Shivamogga,0.0,102.0,132.0,234.0,,16.666993395827095,0.289357845332319,5.072437480081208,Low
2025-11-12,Himachal Pradesh,Hamirpur,0.0,49.0,137.0,186.0,,15.33638977342559,0.1025477250137363,4.626553863281111,Low
2025-08-11,Bihar,Kishanganj,83.0,980.0,507.0,1487.0,1791.566265060241,14.764762939894224,0.9225726388366352,4.7079902578179045,Low
2025-06-12,Jharkhand,Seraikela-kharsawan,0.0,15.0,53.0,68.0,,16.759048411328006,0.144142285321245,5.063750094728713,Low
2025-05-12,Uttar Pradesh,Hamirpur,0.0,364.0,143.0,507.0,,11.37294074917359,0.4465009610574083,3.5235074650164293,Low
2025-09-11,Tamil Nadu,Vellore,75.0,232.0,220.0,452.0,602.6666666666666,15.803300943985654,0.1152651785778014,4.78592583178972,Low
2025-10-11,Manipur,Ukhrul,35.0,523.0,132.0,655.0,1871.428571428572,11.720261320979915,0.5459057048967849,3.702609079804695,Low
2025-08-12,Karnataka,Chamarajanagar,0.0,30.0,8.0,38.0,,20.171173586188896,0.146705221233697,6.088028381165094,Low
2025-12-12,Andhra Pradesh,K.v. Rangareddy,0.0,2.0,5.0,7.0,,20.06677130296786,0.0329820765042708,6.028276910016427,Low
2025-01-12,Mizoram,Mamit,0.0,0.0,7.0,7.0,,20.22839023789044,,,
2025-07-11,West Bengal,North 24 Parganas,261.0,2209.0,1404.0,3613.0,1384.2911877394636,13.4104104098692,0.2309094855854912,4.117875507402481,Low
2025-02-12,Tamil Nadu,Tiruvannamalai,0.0,674.0,689.0,1363.0,,12.629075913421232,0.1693237181533347,3.831053703564703,Low
2025-09-12,Jharkhand,Dhanbad,0.0,502.0,559.0,1061.0,,13.860737501388964,0.3000159367457439,4.233225234603125,Low
2025-04-12,Tripura,Gomati,0.0,25.0,104.0,129.0,,16.96809175148672,0.1165576423343321,5.1195669360296,Low
2025-01-11,Uttar Pradesh,Varanasi,26.0,825.0,922.0,1747.0,6719.2307692307695,13.84642507760238,0.3605261181875272,4.423775292509599,Low
2025-12-11,Gujarat,Banas Kantha,0.0,2.0,11.0,13.0,,20.175209800487963,0.11770657316161,6.081989583436791,Low
2025-10-11,Assam,Tamulpur District,0.0,3.0,1.0,4.0,,20.043924284979315,0.0605204299952755,6.028307392992613,Low
2025-05-09,Tamil Nadu,Viluppuram,7.0,72.0,16.0,88.0,1257.142857142857,19.383962371629508,0.1001031031444957,5.873838721177374,Low
2025-06-09,Andhra Pradesh,Karim Nagar,2.0,17.0,22.0,39.0,1950.0,18.72428871996024,0.1315588571205298,5.702332102173629,Low
2025-01-03,Madhya Pradesh,Panna,0.0,10630.0,13491.0,24121.0,,16.883597509121703,4.758695952976845,6.2547532409807225,Low
2025-10-09,Kerala,Kollam,105.0,685.0,595.0,1280.0,1219.047619047619,14.329755920666084,0.1494790430248867,4.368901854679584,Low
2025-05-09,Chhattisgarh,Rajnandgaon,9.0,55.0,23.0,78.0,866.6666666666666,17.141848893349692,0.0679922193869548,5.182733065920724,Low
2025-06-11,Meghalaya,West Jaintia Hills,36.0,49.0,11.0,60.0,166.66666666666669,15.485165961956836,0.4454115839765219,4.761360442863696,Low
2025-01-03,Arunachal Pradesh,Siang,0.0,184.0,117.0,301.0,,10.279289126782649,0.6516349899657655,3.2466954855262355,Low
2025-02-12,Telangana,Warangal Rural,0.0,123.0,68.0,191.0,,18.40045627142243,0.3577129011120017,5.609565106704729,Low
2025-10-12,Mizoram,Lawngtlai,0.0,26.0,38.0,64.0,,14.477112986307713,0.2040857792257332,4.394155340698747,Low
2025-01-07,Bihar,Munger,699.0,0.0,6656.0,6656.0,952.2174535050073,13.46010313519714,,,
2025-03-09,Uttar Pradesh,Gautam Buddha Nagar,115.0,238.0,376.0,614.0,533.9130434782609,13.951663958885137,0.4142089144147947,4.303331748019487,Low
2025-01-09,Maharashtra,Chandrapur,67.0,296.0,769.0,1065.0,1589.55223880597,13.176644771348506,0.2341656507602443,4.0540498820427775,Low
2025-11-09,Bihar,Arwal,53.0,318.0,150.0,468.0,883.0188679245284,12.915709182509872,0.5568530093246497,4.037543715116768,Low
2025-04-12,Gujarat,Bharuch,0.0,355.0,405.0,760.0,,13.355065459237697,0.210809926028216,4.059222119278362,Low
2025-01-03,Himachal Pradesh,Bilaspur,0.0,750.0,2962.0,3712.0,,11.507072366010544,0.511629729695675,3.5800291422270822,Low
2025-07-11,Assam,Cachar,39.0,436.0,286.0,722.0,1851.2820512820515,14.172395362434589,0.1988716090045554,4.350951918365757,Low
2025-03-11,Maharashtra,Solapur,64.0,5883.0,1404.0,7287.0,11385.9375,12.399561738982568,0.6240791267281827,4.180422846545747,Low
2025-04-11,Orissa,Bargarh,0.0,10.0,5.0,15.0,,20.127067808003467,0.1149959126665555,6.066869320567679,Low
2025-01-05,Arunachal Pradesh,Papum Pare,0.0,0.0,1183.0,1183.0,,11.499143221731574,,,
2025-04-09,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.0,2.0,2.0,4.0,,20.003736641506613,0.0459316202457228,6.012603897513415,Low
2025-08-09,Kerala,Kollam,104.0,618.0,643.0,1261.0,1212.5,14.228788554433631,0.1242487258857386,4.33212893930682,Low
2025-11-12,Maharashtra,Ahilyanagar,0.0,84.0,1.0,85.0,,20.003736641506613,0.0760422955515653,6.020131566339876,Low
2025-10-12,Arunachal Pradesh,Shi-yomi,0.0,1.0,1.0,2.0,,20.693830191406047,0.1511749876409243,6.245942804332045,Low
2025-05-09,Arunachal Pradesh,Siang,0.0,3.0,4.0,7.0,,20.128925002272997,0.0439313109340807,6.049660328415418,Low
2025-08-12,Odisha,Koraput,0.0,436.0,472.0,908.0,,14.487287614078436,0.4247314168581535,4.452369138438069,Low
2025-12-11,Odisha,Nayagarh,9.0,65.0,398.0,463.0,5144.444444444444,12.95888011018369,0.2842000343102803,4.096310180619637,Low
2025-09-11,Uttar Pradesh,Fatehpur,109.0,96.0,566.0,662.0,607.3394495412844,12.336019929123534,0.1106202000571354,3.744705263520288,Low
2025-07-09,Andhra Pradesh,Chittoor,9.0,45.0,12.0,57.0,633.3333333333333,17.733362187125724,0.0714234862288524,5.354804009168487,Low
2025-01-03,West Bengal,Barddhaman,0.0,13807.0,19400.0,33207.0,,11.635288144482494,1.441554038611262,3.850974952997564,Low
2025-04-12,Punjab,Tarn Taran,0.0,210.0,348.0,558.0,,13.255227042051544,0.3006086471979173,4.051720274414943,Low
2025-01-07,Sikkim,East Sikkim,0.0,0.0,486.0,486.0,,10.58260275952922,,,
2025-12-11,Uttarakhand,Champawat,4.0,115.0,152.0,267.0,6675.0,12.877331133033348,0.8488033138316132,4.253933387582628,Low
2025-09-11,Gujarat,Porbandar,19.0,46.0,22.0,68.0,357.89473684210526,16.03211707038003,0.2790078062822267,4.888959522049124,Low
2025-07-09,Orissa,Balangir,1.0,6.0,0.0,6.0,600.0,,0.0563122417421212,,
2025-03-09,Assam,Hojai,116.0,259.0,197.0,456.0,393.1034482758621,12.764370863257314,0.3078674495362619,3.916792282275881,Low
2025-06-12,Mizoram,Lawngtlai,0.0,17.0,93.0,110.0,,15.770681225031424,0.1541905215011648,4.769751997884717,Low
2025-12-12,Mizoram,Hnahthial,0.0,1.0,0.0,1.0,,,0.116317408158599,,
2025-10-09,Madhya Pradesh,Jabalpur,165.0,734.0,465.0,1199.0,726.6666666666666,11.946439899259085,0.4952917674907803,3.727190737762185,Low
2025-01-11,Uttar Pradesh,Kannauj,25.0,599.0,386.0,985.0,3940.0,12.51266020277393,0.2508820040086962,3.9218999676330046,Low
2025-04-12,Tamil Nadu,Tirunelveli,0.0,688.0,1467.0,2155.0,,13.386025246436644,0.187292781570926,4.062630769323724,Low
2025-05-12,Uttar Pradesh,Budaun,0.0,730.0,459.0,1189.0,,12.521044588866264,0.7985291602173982,3.955945666714229,Low
2025-05-11,Madhya Pradesh,Singrauli,113.0,186.0,254.0,440.0,389.3805309734513,12.804212566615204,0.2886071151851351,3.9238301345028255,Low
2025-12-12,Meghalaya,North Garo Hills,0.0,8.0,3.0,11.0,,20.061574376319346,0.0608911108528126,6.033695090609005,Low
2025-10-09,Andhra Pradesh,Cuddapah,90.0,206.0,489.0,695.0,772.2222222222223,14.648271130399074,0.1193104314740535,4.444963227030555,Low
2025-01-12,Uttar Pradesh,Kaushambi,0.0,469.0,738.0,1207.0,,14.026634423380449,0.4719381182797387,4.325974856584068,Low
2025-11-09,Rajasthan,Bikaner,234.0,245.0,1705.0,1950.0,833.3333333333334,13.020501015312758,0.1375410079357513,3.96282434799034,Low
2025-08-09,Chhattisgarh,Sarangarh-Bilaigarh,2.0,80.0,22.0,102.0,5100.0,17.77129783914322,0.1625144163159661,5.508425359266913,Low
2025-07-11,Gujarat,Chhotaudepur,36.0,81.0,206.0,287.0,797.2222222222223,14.551028544099546,0.330798399586761,4.46933110691125,Low
2025-08-09,Maharashtra,Gondiya *,1.0,4.0,19.0,23.0,2300.0,19.130230634567702,0.0595950413010254,5.815485014994272,Low
2025-11-11,Odisha,Jajapur,18.0,113.0,219.0,332.0,1844.4444444444443,14.496836244273902,0.1212316099557986,4.428691300764285,Low
2025-10-11,Gujarat,Kheda,74.0,243.0,340.0,583.0,787.8378378378378,14.67900501775322,0.2174111567086699,4.479126238384535,Low
2025-11-12,Maharashtra,Solapur,0.0,1989.0,2520.0,4509.0,,13.03221030750912,0.3522064830103328,3.997714713005319,Low
2025-11-09,Karnataka,Bengaluru,224.0,1191.0,1112.0,2303.0,1028.125,13.631245964139056,0.2082841726870795,4.168943628818751,Low
2025-06-11,Uttar Pradesh,Kasganj,57.0,452.0,473.0,925.0,1622.8070175438595,13.711719138114534,0.2353714958575386,4.215763103939021,Low
2025-02-11,Himachal Pradesh,Mandi,65.0,44.0,796.0,840.0,1292.3076923076924,14.796799201853934,0.0640361515652307,4.489613570361141,Low
2025-12-11,Odisha,Jagatsinghpur,5.0,26.0,70.0,96.0,1920.0,15.44636869937804,0.2104161540351375,4.737868023736767,Low
2025-05-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.0,13.0,0.0,13.0,,,0.3245512951186397,,
2025-01-05,Gujarat,Ahmedabad,1200.0,12575.0,64796.0,77371.0,6447.583333333333,13.987273327518729,7.448105478145732,6.2306589758302815,Low
2025-04-11,Odisha,Gajapati,2.0,191.0,512.0,703.0,35150.0,13.805906129485264,0.196798546907246,5.131112697354781,Low
2025-08-11,Andhra Pradesh,Prakasam,78.0,736.0,1018.0,1754.0,2248.7179487179487,12.861151783580356,0.1670284959785107,3.960248105434358,Low
2025-02-09,Odisha,Boudh,21.0,109.0,118.0,227.0,1080.952380952381,11.42116299507945,0.0828430788991376,3.475971414823788,Low
2025-12-12,Punjab,Sangrur,0.0,284.0,575.0,859.0,,13.534085777540028,0.2560592251567552,4.124240539551197,Low
2025-12-12,Maharashtra,Satara,0.0,1015.0,1259.0,2274.0,,12.478582127888837,0.2239126185887072,3.799552793013828,Low
2025-01-03,West Bengal,Malda,0.0,21883.0,10239.0,32122.0,,12.343772619515752,3.242034354188733,4.513640374401908,Low
2025-01-07,Bihar,Darbhanga,0.0,2593.0,25844.0,28437.0,,12.923774445491132,9.431668617561758,6.235049488037779,Low
2025-01-07,Telangana,Nagarkurnool,0.0,0.0,1529.0,1529.0,,11.18800840910754,,,
2025-01-07,Telangana,Nizamabad,0.0,2411.0,14622.0,17033.0,,11.768903264067996,3.186461999200862,4.327286479020614,Low
2025-05-12,Gujarat,Devbhumi Dwarka,0.0,14.0,270.0,284.0,,15.101771113944356,0.2677261724568175,4.597462877297511,Low
2025-05-09,Karnataka,Vijayapura,18.0,74.0,50.0,124.0,688.8888888888889,19.070247240750053,0.0780323432181344,5.75900765893061,Low
2025-12-11,Sikkim,North Sikkim,0.0,6.0,6.0,12.0,,13.526324144659409,0.052072015267843,4.070915247214782,Low
2025-02-09,Karnataka,Davangere,73.0,248.0,496.0,744.0,1019.1780821917808,14.259606601410216,0.2799411402716293,4.375126762714459,Low
2025-09-12,Arunachal Pradesh,Lower Dibang Valley,0.0,14.0,10.0,24.0,,10.628956230026816,0.4263929748550313,3.295285112721803,Low
2025-01-05,Jharkhand,Palamau,0.0,0.0,197.0,197.0,,16.907157061874567,,,
2025-01-12,Pondicherry,Pondicherry,0.0,24.0,111.0,135.0,,14.248214112210215,0.0635049328395477,4.290340466872951,Low
2025-01-04,Karnataka,Gadag,0.0,0.0,4760.0,4760.0,,11.39411652804461,,,
2025-03-12,Andhra Pradesh,K.v. Rangareddy,0.0,4.0,3.0,7.0,,20.10228591144996,0.0035414945106835,6.0315711470626585,Low
2025-06-11,Karnataka,yadgir,11.0,16.0,31.0,47.0,427.27272727272725,18.89491691896651,0.0778196633814657,5.699358062768675,Low
2025-07-09,Gujarat,Porbandar,0.0,2.0,0.0,2.0,,,0.0854037986953549,,
2025-06-12,Puducherry,Karaikal,0.0,50.0,80.0,130.0,,12.393391131844846,0.1588270916197098,3.757724112458381,Low
2025-01-03,Assam,Kokrajhar,0.0,2882.0,4280.0,7162.0,,14.55973785386366,1.0649555213166155,4.634160236488252,Low
2025-01-04,Gujarat,Amreli,238.0,0.0,7475.0,7475.0,3140.7563025210084,11.785460310863993,,,
2025-09-12,Manipur,Churachandpur,0.0,110.0,60.0,170.0,,18.085135542123748,0.9135797714486562,5.653935605499289,Low
2025-01-07,Telangana,Siddipet,0.0,585.0,1125.0,1710.0,,11.164092860926388,2.1396246667108025,3.8841340249556167,Low
2025-10-11,Haryana,Mewat,98.0,189.0,414.0,603.0,615.3061224489795,11.243491008353622,0.2219323926429995,3.444987716448611,Low
2025-12-12,Andhra Pradesh,Karim Nagar,0.0,13.0,17.0,30.0,,19.514021723542378,0.1005934212583242,5.879354872377294,Low
2025-03-09,Sikkim,Namchi,1.0,0.0,0.0,0.0,0.0,,,,
2025-10-11,West Bengal,Barddhaman,307.0,2282.0,722.0,3004.0,978.5016286644952,15.256250952873549,0.4403251451181282,4.713128114579397,Low
2025-12-09,Karnataka,yadgir,15.0,28.0,25.0,53.0,353.3333333333333,17.78808170830153,0.1066544615984252,5.3725385754489965,Low
2025-04-09,Maharashtra,Washim,40.0,116.0,693.0,809.0,2022.5,11.87434843661917,0.2431618184760616,3.6771898823630846,Low
2025-04-09,Madhya Pradesh,Khandwa,51.0,49.0,162.0,211.0,413.72549019607845,13.239414898855216,0.0655010857060328,3.999265470466728,Low
2025-11-12,Chhatisgarh,Raipur,0.0,0.0,1.0,1.0,,20.003736641506613,,,
2025-01-06,Uttar Pradesh,Hathras,468.0,0.0,7007.0,7007.0,1497.2222222222222,13.965486391621662,,,
2025-01-11,Telangana,Hanumakonda,10.0,90.0,65.0,155.0,1550.0,15.395801477931071,0.2219397827921588,4.71568254110475,Low
2025-05-12,Madhya Pradesh,Alirajpur,0.0,63.0,192.0,255.0,,13.38476486251832,0.4348398696477613,4.124139426167435,Low
2025-01-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,33.0,2.0,35.0,3500.0,20.221766543417587,0.4498806126289081,6.272613040115315,Low
2025-06-12,Karnataka,Chikkamagaluru,0.0,96.0,80.0,176.0,,17.525905296265773,0.3079402267887492,5.334756645576919,Low
2025-03-09,Madhya Pradesh,Bhopal,148.0,350.0,794.0,1144.0,772.972972972973,14.836373011419075,0.4307958650149445,4.579285229714041,Low
2025-05-09,Arunachal Pradesh,Upper Subansiri,2.0,15.0,10.0,25.0,1250.0,13.753666568703672,0.2214281827801242,4.214890203424994,Low
2025-01-11,Karnataka,Kalaburagi,12.0,158.0,174.0,332.0,2766.666666666667,14.171367724230128,0.4474336002453996,4.437267504820134,Low
2025-08-12,Nagaland,Peren,0.0,29.0,23.0,52.0,,13.542940440990296,0.2961576856128276,4.136921553700295,Low
2025-04-12,Uttar Pradesh,Ghaziabad,0.0,1516.0,835.0,2351.0,,11.990068041084813,0.8643691182797655,3.813112691895385,Low
2025-10-09,Uttarakhand,Udham Singh Nagar,161.0,379.0,708.0,1087.0,675.1552795031056,12.387690123929085,0.6243457958461012,3.890451560375383,Low
2025-05-11,Uttarakhand,Rudraprayag,11.0,28.0,125.0,153.0,1390.9090909090908,13.466706812499602,0.1614518589174172,4.117577027600586,Low
2025-01-06,Uttarakhand,Chamoli,0.0,0.0,2806.0,2806.0,,11.053375956825654,,,
2025-04-09,Telangana,Nagarkurnool,39.0,338.0,39.0,377.0,966.6666666666666,18.34328224523833,0.258694984752057,5.593513417798101,Low
2025-05-12,Uttar Pradesh,Rampur,0.0,873.0,496.0,1369.0,,15.505481162325143,1.7208455737167891,5.0818557421267405,Low
2025-01-11,Karnataka,Koppal,15.0,109.0,173.0,282.0,1880.0,12.894034769200792,0.6550161303978003,4.082247976786456,Low
2025-09-11,Bihar,Monghyr,1.0,0.0,0.0,0.0,0.0,,,,
2025-04-12,Madhya Pradesh,Rajgarh,0.0,295.0,750.0,1045.0,,11.285780949341436,0.126952409700707,3.417472387227608,Low
2025-09-09,Telangana,Jangaon,0.0,21.0,6.0,27.0,,20.069126929152137,0.2099367676010153,6.073222270645895,Low
2025-09-11,Odisha,Cuttack,52.0,30.0,54.0,84.0,161.53846153846155,18.468373620485984,0.051704244875853,5.557758743853965,Low
2025-06-11,Bihar,Nawada,297.0,679.0,579.0,1258.0,423.5690235690236,12.00414458507411,0.2729903061514832,3.680819961998293,Low
2025-01-05,Jammu and Kashmir,Jammu,81.0,0.0,9278.0,9278.0,11454.320987654322,12.710102395361924,,,
2025-10-09,Punjab,Tarn Taran,52.0,251.0,372.0,623.0,1198.076923076923,14.343534812727317,0.2387186956619314,4.3947845416952935,Low
2025-01-03,Uttar Pradesh,Kanpur Nagar,0.0,29084.0,18575.0,47659.0,,12.450470871342254,3.408211942869686,4.587194247120097,Low
2025-07-12,Chhattisgarh,Surajpur,0.0,103.0,268.0,371.0,,12.112462428762935,0.6442833548407536,3.794809567339069,Low
2025-01-07,Bihar,Purbi Champaran,8337.0,0.0,0.0,0.0,0.0,,,,
2025-04-11,Gujarat,Banas Kantha,0.0,5.0,8.0,13.0,,18.3300421503042,0.0748803673071702,5.517732736918052,Low
2025-08-09,Chhattisgarh,Narayanpur,14.0,80.0,86.0,166.0,1185.7142857142858,13.868246579177937,0.4327745087753021,4.300381367014241,Low
